word,metaphone,translation
siesta,SST,nap
susto,SST,fright
sistema,SSTM,system
sostener,SSTNR,sustain
sustancia,SSTNZ,substance
sustituir,SSTTR,substitute
siete,ST,seven
sitio,ST,site
sutil,STL,subtle
satélite,STLT,satellite
setenta,STNT,seventy
situar,STR,situate
satisfactorio,STSFKT,satisfactory
satisfecho,STSFX,satisfied
satisfacción,STSFXN,satisfaction
satisfacer,STSFZR,satisfy
situación,STZN,situation
sabio,SV,wise
sábado,SVD,Saturday
sabiduría,SVDR,wisdom
sábana,SVN,sheet
saber,SVR,know
sabor,SVR,flavor
severo,SVR,severe
sobre,SVR,about
subir,SVR,go-up
soberanía,SVRN,sovereignty
sobrino,SVRN,nephew
sobrepasar,SVRPSR,surpass
sobrar,SVRR,exceed
sobrevivir,SVRVVR,survive
subrayar,SVRYR,underline
subasta,SVST,auction
subterráneo,SVTRRN,underground
sexo,SX,sex
sexual,SXL,sexual
sección,SXN,section
sexto,SXT,sixth
sello,SY,stamp
silla,SY,chair
suyo,SY,his
sillón,SYN,armchair
sellar,SYR,seal
socio,SZ,partner
sucio,SZ,dirty
suizo,SZ,Swiss
suicidio,SZD,suicide
sociedad,SZDD,society
suceder,SZDR,happen
social,SZL,social
socialismo,SZLSM,socialism
socialista,SZLST,socialist
sacerdote,SZRDT,priest
suceso,SZS,event
sucesor,SZSR,successor
te,T,you
ti,T,you
tu,T,your
té,T,tea
tía,T,aunt
tío,T,uncle
tú,T,you
todo,TD,all
todavía,TDV,still
tigre,TGR,tiger
tejido,TJD,fabric
tejer,TJR,weave
toque,TK,touch
teclado,TKLD,keyboard
técnica,TKNK,technique
técnico,TKNK,technician
tecnología,TKNLJ,technology
tecnológico,TKNLJK,technological
tocar,TKR,touch
tal,TL,such
tela,TL,cloth
tele,TL,television
teléfono,TLFN,telephone
teología,TLJ,theology
talento,TLNT,talent
tolerancia,TLRNZ,tolerance
tolerar,TLRR,tolerate
televisión,TLVSN,television
televisor,TLVSR,TV
tema,TM,topic
toma,TM,taking
tímido,TMD,shy
tamaño,TMNY,size
tiempo,TMP,time
tampoco,TMPK,neither
templo,TMPL,temple
temporada,TMPRD,season
temporal,TMPRL,temporary
temprano,TMPRN,early
temperatura,TMPRTR,temperature
temer,TMR,fear
temor,TMR,fear
tomar,TMR,take
tumor,TMR,tumor
temeroso,TMRS,fearful
tomate,TMT,tomato
tumba,TMV,tomb
temblar,TMVLR,tremble
temblor,TMVLR,tremor
también,TMVN,also
tambor,TMVR,drum
timbre,TMVR,bell
tumbar,TMVR,knockdown
tan,TN,so
tono,TN,tone
tienda,TND,store
tendencia,TNDNZ,tendency
tender,TNDR,stretch
tanque,TNK,tank
túnel,TNL,tunnel
tonelada,TNLD,ton
teniente,TNNT,lieutenant
tener,TNR,have
tenis,TNS,tennis
tensión,TNSN,tension
tanto,TNT,so-much
tinta,TNT,ink
tonto,TNT,fool
tentar,TNTR,tempt
tontería,TNTR,nonsense
tentación,TNTZN,temptation
teñir,TNYR,dye
tapa,TP,lid
tipo,TP,type
típico,TPK,typical
tapar,TPR,cover
tarea,TR,task
teoría,TR,theory
tiro,TR,shot
toro,TR,bull
tarde,TRD,afternoon
tardar,TRDR,delay
traducción,TRDXN,translation
tradición,TRDZN,tradition
tradicional,TRDZNL,traditional
traducir,TRDZR,translate
tarifa,TRF,tariff
tráfico,TRFK,traffic
trago,TRG,sip
tregua,TRG,truce
trigo,TRG,wheat
tragar,TRGR,swallow
traje,TRJ,suit
tragedia,TRJD,tragedy
tarjeta,TRJT,card
teórico,TRK,theoretical
truco,TRK,trick
turco,TRK,Turkish
térmico,TRMK,thermal
término,TRMN,term
terminal,TRMNL,terminal
tormenta,TRMNT,storm
trampa,TRMP,trap
tierno,TRN,tender
torneo,TRN,tournament
tren,TRN,train
trono,TRN,throne
turno,TRN,turn
triunfo,TRNF,triumph
triunfar,TRNFR,succeed
triángulo,TRNGL,triangle
tronco,TRNK,trunk
tranquilo,TRNKL,calm
tranquilidad,TRNKLD,calmness
tranquilizar,TRNKLZ,calm
tornar,TRNR,turn
transferir,TRNSFR,transfer
transformación,TRNSFR,transformation
transformar,TRNSFR,transform
transmisión,TRNSMS,transmission
transmitir,TRNSMT,transmit
transparente,TRNSPR,transparent
transportar,TRNSPR,transport
transporte,TRNSPR,transport
tránsito,TRNST,transit
transitar,TRNSTR,travel
transacción,TRNSXN,transaction
transición,TRNSZN,transition
treinta,TRNT,thirty
tranvía,TRNV,tram
terapia,TRP,therapy
torpe,TRP,clumsy
trapo,TRP,rag
tropical,TRPKL,tropical
trepar,TRPR,climb
tropezar,TRPZR,stumble
tierra,TRR,earth
tirar,TRR,throw
torre,TRR,tower
traer,TRR,bring
terremoto,TRRMT,earthquake
terreno,TRRN,terrain
terror,TRRR,terror
terrorismo,TRRRSM,terrorism
terrorista,TRRRST,terrorist
terrestre,TRRSTR,terrestrial
territorio,TRRTR,territory
territorial,TRRTRL,territorial
terrible,TRRVL,terrible
terraza,TRRZ,terrace
tras,TRS,after
tres,TRS,three
trasladar,TRSLDR,relocate
turismo,TRSM,tourism
trasero,TRSR,backside
triste,TRST,sad
turista,TRST,tourist
tristeza,TRSTZ,sadness
trescientos,TRSZNT,threehundred
trato,TRT,treatment
tratamiento,TRTMNT,treatment
tortura,TRTR,torture
tratar,TRTR,treat
torturar,TRTRR,torture
tribu,TRV,tribe
trabajo,TRVJ,work
trabajador,TRVJDR,worker
trabajar,TRVJR,work
tribunal,TRVNL,court
trayecto,TRYKT,journey
tercio,TRZ,third
trece,TRZ,thirteen
trozo,TRZ,piece
traición,TRZN,treason
traicionar,TRZNR,betray
tercero,TRZR,third
torcer,TRZR,twist
trazar,TRZR,trace
tasa,TS,rate
tos,TS,cough
tus,TS,your
tesoro,TSR,treasure
tesis,TSS,thesis
testigo,TSTG,witness
testimonio,TSTMN,testimony
testamento,TSTMNT,testament
total,TTL,total
título,TTL,title
totalidad,TTLDD,entirety
totalmente,TTLMNT,totally
titular,TTLR,headline
teatro,TTR,theater
tibio,TV,lukewarm
tubo,TV,tube
tabaco,TVK,tobacco
tabla,TVL,board
taxi,TX,taxi
techo,TX,ceiling
talla,TY,size
toalla,TY,towel
tuya,TY,yours
tuyo,TY,yours
taller,TYR,workshop
taza,TZ,cup
hueco,UK,hole
huelga,ULG,strike
último,ULTM,last
humo,UM,smoke
húmedo,UMD,damp
humedad,UMDD,humidity
humilde,UMLD,humble
humildad,UMLDD,humility
humano,UMN,human
humanidad,UMNDD,humanity
humor,UMR,humor
umbral,UMVRL,threshold
humillar,UMYR,humiliate
un,UN,a
una,UN,a
uno,UN,one
unidad,UNDD,unit
hundir,UNDR,sink
uniforme,UNFRM,uniform
único,UNK,unique
unión,UNN,union
unir,UNR,join
unas,UNS,some
unos,UNS,some
universo,UNVRS,universe
universidad,UNVRSD,university
universal,UNVRSL,universal
universitario,UNVRST,university
uña,UNY,fingernail
huir,UR,flee
urgente,URJNT,urgent
urgencia,URJNZ,urgency
hueso,US,bone
uso,US,use
usado,USD,used
huésped,USPD,guest
usar,USR,use
usuario,USR,user
usted,USTD,you
útil,UTL,useful
utilidad,UTLDD,usefulness
utilizar,UTLZR,utilize
utilización,UTLZZN,utilization
huevo,UV,egg
ubicar,UVKR,locate
ubicación,UVKZN,location
huella,UY,footprint
vía,V,route
boda,VD,wedding
vida,VD,life
bodega,VDG,warehouse
vidrio,VDR,glass
vago,VG,lazy
vagar,VGR,wander
biografía,VGRF,biography
bigote,VGT,mustache
bahía,VI,bay
vehículo,VIKL,vehicle
bajo,VJ,low
viaje,VJ,trip
viejo,VJ,old
vigilancia,VJLNZ,surveillance
vigilar,VJLR,monitor
bajar,VJR,lower
viajar,VJR,travel
viajero,VJR,traveler
vegetal,VJTL,vegetable
vegetación,VJTZN,vegetation
vejez,VJZ,oldage
beca,VK,scholarship
boca,VK,mouth
buque,VK,ship
vaca,VK,cow
vacuna,VKN,vaccine
víctima,VKTM,victim
bacteria,VKTR,bacteria
victoria,VKTR,victory
vacaciones,VKZNS,vacation
baile,VL,dance
bala,VL,bullet
bola,VL,ball
vela,VL,candle
velo,VL,veil
vuelo,VL,flight
válido,VLD,valid
vulgar,VLGR,vulgar
biología,VLJ,biology
biológico,VLJK,biological
bloque,VLK,block
balcón,VLKN,balcony
volcán,VLKN,volcano
bloquear,VLKR,block
volcar,VLKR,tip
volumen,VLMN,volume
balón,VLN,ball
violín,VLN,violin
blando,VLND,soft
blanco,VLNK,white
vulnerable,VLNRVL,vulnerable
valiente,VLNT,brave
violento,VLNT,violent
volante,VLNT,steeringwheel
voluntad,VLNTD,will
voluntario,VLNTR,volunteer
balance,VLNZ,balance
violencia,VLNZ,violence
bailar,VLR,dance
valer,VLR,beworth
valor,VLR,value
velar,VLR,stayawake
violar,VLR,violate
volar,VLR,fly
bailarín,VLRN,dancer
valorar,VLRR,value
bolsa,VLS,bag
bolso,VLS,handbag
valioso,VLS,valuable
bolsillo,VLSY,pocket
vuelta,VLT,return
boliviano,VLVN,Bolivian
volver,VLVR,return
veloz,VLZ,fast
velocidad,VLZDD,speed
violación,VLZN,rape
vamos,VMS,let'sgo
bomba,VMV,bomb
bombero,VMVR,firefighter
bien,VN,well
bueno,VN,good
vano,VN,vain
vena,VN,vein
vino,VN,wine
banda,VND,band
bondad,VNDD,goodness
vendedor,VNDDR,seller
bandeja,VNDJ,tray
bandera,VNDR,flag
vender,VNDR,sell
bendición,VNDZN,blessing
bendecir,VNDZR,bless
beneficio,VNFZ,benefit
venganza,VNGNZ,revenge
vengar,VNGR,avenge
banco,VNK,bank
veneno,VNN,poison
venir,VNR,come
bienestar,VNSTR,wellbeing
bonito,VNT,pretty
veinte,VNT,twenty
venta,VNT,sale
viento,VNT,wind
ventaja,VNTJ,advantage
veinticuatro,VNTKTR,twentyfour
ventana,VNTN,window
ventanilla,VNTNY,window
vientre,VNTR,belly
veinticinco,VNTZNK,twentyfive
bienvenida,VNVND,welcome
bienvenido,VNVND,welcome
baño,VNY,bath
bañar,VNYR,bathe
venezolano,VNZLN,Venezuelan
vencer,VNZR,overcome
vapor,VPR,steam
bar,VR,bar
ver,VR,see
borde,VRD,edge
verde,VRD,green
variedad,VRDD,variety
verdad,VRDD,truth
verdadero,VRDDR,true
bordar,VRDR,embroider
verdura,VRDR,vegetable
verificar,VRFKR,verify
bruja,VRJ,witch
virgen,VRJN,virgin
barco,VRK,ship
burla,VRL,mockery
burlar,VRLR,mock
broma,VRM,joke
varón,VRN,male
verano,VRN,summer
brindar,VRNDR,offer
viernes,VRNS,Friday
bronce,VRNZ,bronze
barra,VRR,bar
barrio,VRR,neighborhood
barro,VRR,mud
burro,VRR,donkey
variar,VRR,vary
barroco,VRRK,baroque
barrer,VRRR,sweep
borrar,VRRR,erase
borracho,VRRX,drunk
brisa,VRS,breeze
verso,VRS,verse
virus,VRS,virus
brasileño,VRSLNY,Brazilian
versión,VRSN,version
barato,VRT,cheap
bruto,VRT,gross
virtud,VRTD,virtue
vertical,VRTKL,vertical
brutal,VRTL,brutal
brotar,VRTR,sprout
verter,VRTR,pour
vergüenza,VRUNZ,shame
barba,VRV,beard
bravo,VRV,fierce
breve,VRV,brief
verbo,VRV,verb
burbuja,VRVJ,bubble
variable,VRVL,variable
verbal,VRVL,verbal
bárbaro,VRVR,barbarian
barbaridad,VRVRDD,outrage
brillo,VRY,shine
brillante,VRYNT,brilliant
brillar,VRYR,shine
brazo,VRZ,arm
base,VS,base
beso,VS,kiss
vaso,VS,glass
vos,VS,you
bosque,VSK,forest
busca,VSK,search
búsqueda,VSKD,search
visual,VSL,visual
visión,VSN,vision
víspera,VSPR,eve
basar,VSR,base
basura,VSR,garbage
besar,VSR,kiss
bestia,VST,beast
vasto,VST,vast
visita,VST,visit
vista,VST,view
vestido,VSTD,dress
bastante,VSTNT,enough
visitante,VSTNT,visitor
bastar,VSTR,suffice
visitar,VSTR,visit
vuestro,VSTR,your
vosotros,VSTRS,you
visible,VSVL,visible
bota,VT,boot
bote,VT,boat
voto,VT,vote
vital,VTL,vital
vitamina,VTMN,vitamin
botón,VTN,button
batería,VTR,battery
batir,VTR,beat
votar,VTR,vote
batalla,VTY,battle
botella,VTY,bottle
votación,VTZN,voting
bautizar,VTZR,baptize
bebé,VV,baby
vivo,VV,alive
bebida,VVD,drink
bóveda,VVD,vault
biblioteca,VVLTK,library
vivienda,VVND,housing
beber,VVR,drink
vivir,VVR,live
vibrar,VVRR,vibrate
vibración,VVRZN,vibration
bicho,VX,bug
bachillerato,VXYRT,highschool
bello,VY,beautiful
buey,VY,ox
valle,VY,valley
villa,VY,villa
ballet,VYT,ballet
billete,VYT,ticket
belleza,VYZ,beauty
vacío,VZ,empty
vez,VZ,time
vicio,VZ,vice
voz,VZ,voice
bicicleta,VZKLT,bicycle
vacilar,VZLR,hesitate
vecino,VZN,neighbor
vaciar,VZR,empty
cheque,XK,check
chica,XK,girl
chico,XK,boy
choque,XK,crash
chocolate,XKLT,chocolate
chocar,XKR,crash
chaqueta,XKT,jacket
chileno,XLN,Chilean
chimenea,XMN,chimney
chino,XN,Chinese
chupar,XPR,suck
charco,XRK,puddle
charla,XRL,chat
charlar,XRLR,chat
chorro,XRR,stream
chispa,XSP,spark
chiste,XST,joke
y,Y,and
ya,Y,already
yo,Y,I
llegada,YGD,arrival
llegar,YGR,arrive
llama,YM,flame
llamada,YMD,call
llamado,YMD,call
llamar,YMR,call
llano,YN,plain
lleno,YN,full
llenar,YNR,fill
llanto,YNT,crying
llave,YV,key
lluvia,YV,rain
llevar,YVR,carry
llover,YVR,rain
yacimiento,YZMNT,deposit
yacer,YZR,lie
ciudad,ZDD,city
ciudadano,ZDDN,citizen
ciudadanía,ZDDN,citizenship
ceder,ZDR,yield
cifra,ZFR,figure
ciego,ZG,blind
cigarro,ZGRR,cigar
cigarrillo,ZGRRY,cigarette
ceja,ZJ,eyebrow
ciclo,ZKL,cycle
cicatriz,ZKTRZ,scar
celo,ZL,zeal
cielo,ZL,sky
celda,ZLD,cell
célula,ZLL,cell
celeste,ZLST,skyblue
célebre,ZLVR,famous
celebrar,ZLVRR,celebrate
celebración,ZLVRZN,celebration
cima,ZM,summit
cemento,ZMNT,cement
cementerio,ZMNTR,cemetery
cena,ZN,dinner
cine,ZN,cinema
zona,ZN,zone
cinco,ZNK,five
cincuenta,ZNKNT,fifty
cenar,ZNR,dine
censura,ZNSR,censorship
ciento,ZNT,hundred
cinta,ZNT,ribbon
científico,ZNTFK,scientist
centímetro,ZNTMTR,centimeter
centro,ZNTR,center
cintura,ZNTR,waist
central,ZNTRL,central
cinturón,ZNTRN,belt
centrar,ZNTRR,center
ceniza,ZNZ,ash
ciencia,ZNZ,science
zapato,ZPT,shoe
zapatilla,ZPTY,slipper
cero,ZR,zero
cerdo,ZRD,pig
cirugía,ZRJ,surgery
cerca,ZRK,near
circo,ZRK,circus
círculo,ZRKL,circle
circular,ZRKLR,circular
circulación,ZRKLZN,circulation
cercano,ZRKN,nearby
circunstancia,ZRKNST,circumstance
cerámica,ZRMK,ceramic
ceremonia,ZRMN,ceremony
cerro,ZRR,hill
cierre,ZRR,closure
cerrado,ZRRD,closed
cerrar,ZRRR,close
cierto,ZRT,certain
certificado,ZRTFKD,certificate
certeza,ZRTZ,certainty
cerebro,ZRVR,brain
cerebral,ZRVRL,cerebral
cerveza,ZRVZ,beer
cesar,ZSR,cease
cita,ZT,appointment
citar,ZTR,quote
civil,ZVL,civil
civilización,ZVLZZN,civilization
